1 2 3 4 5 6 7 8
version_number compiler build MESA_SDK_version math_backend date burn_min1 burn_min2
"12778" "gfortran" "9.2.0" "x86_64-linux-20.3.2" "CRMATH" "20260325" 5.0000000000000000E+001 1.0000000000000000E+003

1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57
10 2.5958682111999992E-004 9.9999999999990563E-001 2.4617091206218844E+000 1.4678125201537024E+000 3.6431504383049336E+000 5.4770599864489231E+000 -3.2889346831596074E+000 1.0311644797531949E+001 6.9999999999999996E-001 2.9797635251138618E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274629E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0436510726282062E+000 8.5000496627254163E-001 2.5489667883458623E+001 0.0000000000000000E+000 1.5931341668335637E+006 2.7609459087122063E+003 3.4537498525080264E+007 -2.0882645563299963E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882645563299963E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280513576026088E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -3.4726082391111888E-010
11 3.2150418534399988E-004 9.9999999999988454E-001 2.4523557123946018E+000 1.4677089052836974E+000 3.6408638936831150E+000 5.4770599701947464E+000 -3.2889345760213620E+000 1.0311644887676268E+001 6.9999999999999996E-001 2.9797635251138618E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274629E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0436507766410994E+000 8.5000496627254141E-001 2.5489667400896497E+001 0.0000000000000000E+000 1.5925641290049348E+006 2.8217265291083290E+003 3.5289401070623420E+007 -2.0882645881656952E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882645881656952E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280513894383073E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -3.4008042296752946E-010
12 3.9580502241279986E-004 9.9999999999985956E-001 2.4422923667718108E+000 1.4675925837600654E+000 3.6384062180392336E+000 5.4770599616228290E+000 -3.2889344662014941E+000 1.0311644988288622E+001 6.9999999999999996E-001 2.9797635251138618E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274618E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0436505006423769E+000 8.5000496627254163E-001 2.5489666950971934E+001 0.0000000000000000E+000 1.5919244284593945E+006 2.8886477665952775E+003 3.6116664362418540E+007 -2.0882646183058551E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882646183058551E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280514195784669E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -3.3275501461227917E-010
13 4.8496602689535978E-004 9.9999999999983047E-001 2.4314517280833634E+000 1.4674627567774996E+000 3.6357609718584047E+000 5.4770599616639872E+000 -3.2889343541558151E+000 1.0311645099860227E+001 6.9999999999999996E-001 2.9797635251138614E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274640E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0436502488096480E+000 8.5000496627254141E-001 2.5489666540501286E+001 0.0000000000000000E+000 1.5912107591978770E+006 2.9625456703956338E+003 3.7029536151465803E+007 -2.0882646455698545E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882646455698545E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280514468424659E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -3.2504608671342617E-010
14 5.9195923227443165E-004 9.9999999999979661E-001 2.4203770646065950E+000 1.4673200299883546E+000 3.6330636693837843E+000 5.4770599705573648E+000 -3.2889342407518871E+000 1.0311645221770286E+001 6.9999999999999996E-001 2.9797635251138618E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274640E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0436500239038686E+000 8.5000496627254141E-001 2.5489666173986794E+001 0.0000000000000000E+000 1.5904265478733508E+006 3.0400620248410851E+003 3.7985945026628524E+007 -2.0882646691078669E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882646691078669E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280514703804773E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -3.1693811906698969E-010
15 7.2035107872931792E-004 9.9999999999975686E-001 2.4077645350326220E+000 1.4671615556165882E+000 3.6299897741761744E+000 5.4770599889816918E+000 -3.2889341255216942E+000 1.0311645355173690E+001 6.9999999999999996E-001 2.9797635251138618E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274629E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0436498271713255E+000 8.5000496627254163E-001 2.5489665853464825E+001 0.0000000000000000E+000 1.5895562643673471E+006 3.1307864702070533E+003 3.9105285863150924E+007 -2.0882646862531516E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882646862531516E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280514875257612E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -3.0885674198515707E-010
16 8.7442129447518155E-004 9.9999999999971068E-001 2.3952862116609799E+000 1.4669917162860204E+000 3.6269551129985480E+000 5.4770600157239162E+000 -3.2889340102495819E+000 1.0311645497062857E+001 6.9999999999999996E-001 2.9797635251138621E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274629E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0436496585162622E+000 8.5000496627254141E-001 2.5489665578769745E+001 0.0000000000000000E+000 1.5886240973147296E+006 3.2233065524468889E+003 4.0245172047961786E+007 -2.0882646970295568E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882646970295568E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280514983021657E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.9990664050719611E-010
17 1.0593055533702177E-003 9.9999999999965672E-001 2.3825465930608241E+000 1.4668096854679358E+000 3.6238612237575514E+000 5.4770600503234714E+000 -3.2889338950534128E+000 1.0311645646852913E+001 6.9999999999999996E-001 2.9797635251138621E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274629E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0436495166438231E+000 8.5000496627254141E-001 2.5489665347788122E+001 0.0000000000000000E+000 1.5876256239166905E+006 3.3206512045570080E+003 4.1443211951520376E+007 -2.0882646994624984E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882646994624984E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280515007351067E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.9129827931270163E-010
18 1.2811666640442612E-003 9.9999999999959388E-001 2.3685830195128235E+000 1.4666133748550489E+000 3.6204684856769949E+000 5.4770600929076299E+000 -3.2889337787681674E+000 1.0311645805832718E+001 6.9999999999999996E-001 2.9797635251138618E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274618E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0436493993651439E+000 8.5000496627254163E-001 2.5489665156953080E+001 0.0000000000000000E+000 1.5865495264679906E+006 3.4307031762937240E+003 4.2797360054968581E+007 -2.0882646902221246E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882646902221246E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280514914947315E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.8275889112850786E-010
19 1.5473999968531134E-003 9.9999999999952094E-001 2.3560696201111311E+000 1.4664106447712808E+000 3.6174415008684555E+000 5.4770601409454427E+000 -3.2889336640224989E+000 1.0311645968816398E+001 6.9999999999999996E-001 2.9797635251138618E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274618E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0436493040195920E+000 8.5000496627254163E-001 2.5489665001908620E+001 0.0000000000000000E+000 1.5854390055519473E+006 3.5326391212425524E+003 4.4048424547744341E+007 -2.0882646710392176E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882646710392176E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280514723118230E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.7368839686078290E-010
